timestamp,ax,ay,az,gx,gy,gz
0.000,-0.07984099733855402,0.08429587277382823,9.869631554246649,0.015831302188645285,0.003635314117345279,0.004361390713555465
0.010,-0.07934341841476344,-0.006927198993418706,9.823825863681378,-0.004533497772310455,0.004603404377705694,0.0040228248850736155
0.020,-0.0941999847747198,-0.1616964184748422,9.79102463372929,-0.0018573722789597949,0.0028256316916847137,0.006174279655668021
0.030,-0.09293376710780338,-0.13126229064944803,9.825318377622883,-0.006131016322510544,0.004684485842560936,0.0008518682418055948
0.040,0.053622551458490424,-0.1431581004921147,9.70184323147063,0.013828056930708906,-0.011511036090612287,0.0035857424998241984
0.050,-0.031704993634407146,0.039606335411802,9.818528878773542,-0.008032433785256608,-0.01109212923551999,-0.00924696498280071
0.060,0.007285155627793369,-0.08222285338557489,9.732098627031663,0.011252769528553764,0.004956329866575874,0.014931795531965632
0.070,0.07698397183763726,0.0855323149316403,9.93361600156702,0.011675512809190648,0.004188125584094183,0.015741383309584543
0.080,-0.03003833265505004,0.04994450839347958,9.814502742550726,0.0034643376633967478,-0.0007154599348938053,0.011639015697252786
0.090,0.08568238584028931,-0.07336661325691553,9.877731021866692,0.0032216602958691277,-0.009751797131189352,-0.003921405900780125
0.100,0.05724890398098014,-0.001422572432950084,9.880290046677223,0.003520247317250204,-0.002222807935603145,0.0010738659927442091
0.110,0.10637919377749937,0.07431473456059712,9.835040935722407,-0.0036693999180537275,0.004941416513866276,0.0036755850356075164
0.120,-0.06895189508468899,0.1340727353368319,9.746308444896568,0.005463335667874088,0.007089332034557233,-0.017055541645400026
0.130,-0.13259459572881882,0.041388403334572395,9.813723670204027,0.0003524862788214364,0.012562905780396885,0.018908262417488556
0.140,-0.0021696901589240924,0.07331115928899105,9.801885266829728,-0.006706875147418475,-3.109819829243736e-05,0.0026532936543045512
0.150,-0.1486920021076596,-0.08606745523078452,9.85069326005919,0.012100669651438205,0.0009450449857043749,0.0013295562477241738
0.160,-0.024170733601119022,0.1509782023606587,9.78894085330132,-0.002243118686753933,0.00013064704323691411,0.018723071545884654
0.170,0.14012611976829117,-0.07977055855326046,9.865807653805364,-0.01855565528819808,-0.0015411131092329107,0.013685041428589242
0.180,-0.0066617006991351,0.03568348833491862,9.736598763355536,0.002359075099287194,0.004403609080630784,0.0015130794950853315
0.190,0.015396100907244695,0.05661189643911038,9.916440374309525,0.007428909666550718,-0.0017558646302393201,0.0027415556608643967
0.200,0.016565329287037203,-0.015823188278166533,9.838723610041864,-0.0015711729978803621,-0.0058679068235481515,-0.007146077116183451
0.210,0.08307007340318917,0.04402838699349088,9.881611820049992,-0.008040271567519906,-0.012011785635556218,-0.009485604363442274
0.220,-0.13377800469772683,0.14269326225878548,9.863766536131466,0.005557570426990636,-0.013602572461721293,0.013932672716277367
0.230,0.014859811968568948,0.030950446137901957,9.959025338369633,-0.0026308180551566853,-0.009585562352623327,-0.0068585520026173356
0.240,-0.151657954443873,-0.023046919131606693,9.78535657946383,-0.006402238026931845,-0.0065646572652239485,0.011076959373432916
